,open,close,high,low,volume,money
2011-04-26,5033.79,4970.57,5047.34,4943.06,3925771800.0,46731467118.0
2011-04-27,4977.95,4913.5,5003.86,4872.51,4112825800.0,47874248469.0
2011-04-28,4920.94,4755.42,4937.11,4752.41,4077560200.0,46696455937.0
2011-04-29,4749.53,4836.87,4837.0,4738.45,3011031000.0,34952309552.0
2011-05-03,4836.86,4920.57,4920.71,4816.02,3546053500.0,42337029899.0
2011-05-04,4900.44,4814.78,4900.44,4798.41,4062791500.0,48501424167.0
2011-05-05,4792.13,4827.21,4842.37,4784.7,3470003100.0,39948589955.0
2011-05-06,4787.52,4849.97,4874.98,4764.84,3690577100.0,43482349641.0
2011-05-09,4855.84,4889.92,4897.76,4855.84,3456250800.0,41948703524.0
2011-05-10,4893.95,4918.67,4918.87,4871.45,3522454500.0,41590094339.0
2011-05-11,4919.24,4929.49,4949.02,4880.31,4237492400.0,49759156156.0
2011-05-12,4896.34,4863.8,4940.82,4863.12,4735557300.0,54364102761.0
2011-05-13,4860.03,4902.56,4903.11,4817.83,4246408300.0,49201045718.0
2011-05-16,4900.0,4900.71,4931.13,4892.24,4099534300.0,47185720435.0
2011-05-17,4892.29,4873.95,4912.71,4823.06,4686059500.0,53375981642.0
2011-05-18,4859.32,4906.19,4907.75,4850.45,3608075100.0,40258340759.0
2011-05-19,4912.81,4879.89,4929.21,4875.8,3468265600.0,40656806517.0
2011-05-20,4875.08,4863.19,4886.59,4837.98,3021996400.0,36148815016.0
2011-05-23,4853.9,4679.53,4853.92,4677.45,4285262200.0,46854851911.0
2011-05-24,4656.01,4672.08,4676.84,4590.13,3287198100.0,36938119960.0
2011-05-25,4667.64,4618.75,4689.69,4613.68,3418169200.0,37355369017.0
2011-05-26,4635.95,4572.94,4662.29,4572.32,3570183800.0,40354804074.0
2011-05-27,4561.77,4428.89,4567.23,4425.76,3390238600.0,37048763813.0
2011-05-30,4403.0,4345.05,4427.0,4339.08,2659257500.0,28052719748.0
2011-05-31,4347.99,4444.28,4444.59,4339.63,2647238400.0,28524372044.0
2011-06-01,4439.39,4490.89,4494.0,4424.2,2746729400.0,29745700595.0
2011-06-02,4434.86,4430.0,4452.53,4363.9,3038598800.0,32797875253.0
2011-06-03,4425.49,4506.2,4514.31,4424.2,2671969100.0,29894914280.0
2011-06-07,4496.96,4547.3,4548.22,4490.62,2535242700.0,29192307348.0
2011-06-08,4542.7,4562.97,4568.29,4486.65,2969370400.0,33398438594.0
2011-06-09,4552.07,4456.73,4553.71,4456.59,3012745200.0,33502489779.0
2011-06-10,4442.51,4469.05,4469.58,4383.2,2716272700.0,29456674895.0
2011-06-13,4439.87,4468.79,4475.69,4408.06,2290297400.0,25594244639.0
2011-06-14,4466.99,4540.94,4546.73,4461.53,2995558500.0,33903979110.0
2011-06-15,4531.36,4499.69,4562.04,4498.78,2954781100.0,33518283130.0
2011-06-16,4461.26,4402.14,4466.78,4396.21,2790606900.0,30663429751.0
2011-06-17,4392.98,4337.37,4415.16,4332.49,2282689700.0,25191626303.0
2011-06-20,4325.6,4278.75,4333.57,4251.11,2158850500.0,23481559124.0
2011-06-21,4286.36,4338.42,4338.85,4269.92,2444865700.0,26823923809.0
2011-06-22,4341.36,4321.22,4350.92,4300.64,2228087900.0,24496084382.0
2011-06-23,4307.81,4402.94,4411.86,4276.73,2927737600.0,33040753820.0
2011-06-24,4390.09,4509.18,4533.7,4381.8,4592928400.0,53141867590.0
2011-06-27,4511.76,4568.19,4578.32,4510.72,3916460400.0,47102993276.0
2011-06-28,4569.76,4574.48,4582.62,4529.18,3231001100.0,40115208713.0
2011-06-29,4570.84,4511.55,4583.49,4511.28,3396370200.0,41337680569.0
2011-06-30,4506.75,4579.33,4585.26,4506.74,3273795000.0,39545274858.0
2011-07-01,4589.18,4604.75,4635.25,4582.33,3882020200.0,44850873979.0
2011-07-04,4617.95,4719.39,4719.57,4617.95,5031479400.0,59892749363.0
2011-07-05,4722.33,4749.42,4758.07,4711.17,4606850900.0,56956112520.0
2011-07-06,4742.17,4760.92,4763.24,4705.39,4330434000.0,54362840502.0
2011-07-07,4757.07,4761.45,4813.34,4742.37,4850315800.0,61550736344.0
2011-07-08,4755.75,4756.61,4769.55,4720.23,3641059700.0,46150254239.0
2011-07-11,4741.98,4799.42,4802.44,4728.49,3725219400.0,47482947146.0
2011-07-12,4762.09,4731.12,4771.59,4727.67,4142080400.0,51231813529.0
2011-07-13,4729.2,4825.42,4825.5,4729.2,4023526700.0,52157709585.0
2011-07-14,4833.75,4866.16,4866.24,4813.49,4613078200.0,59868156607.0
2011-07-15,4853.76,4896.04,4896.1,4842.78,4781930400.0,60113467942.0
2011-07-18,4902.22,4895.26,4919.14,4876.48,4843666600.0,61013028718.0
2011-07-19,4871.68,4843.7,4871.93,4822.45,4150607400.0,52479127858.0
2011-07-20,4864.28,4849.06,4881.46,4801.61,3945111400.0,49231211067.0
2011-07-21,4846.34,4784.39,4850.55,4782.4,3879897100.0,48315272866.0
2011-07-22,4791.45,4800.94,4822.81,4781.41,3316057700.0,41208478271.0
2011-07-25,4784.97,4613.73,4784.97,4597.74,4350413100.0,53033113353.0
2011-07-26,4604.99,4633.37,4634.31,4576.93,2841260600.0,35524791348.0
2011-07-27,4621.5,4710.38,4716.3,4596.43,3221238600.0,41177212690.0
2011-07-28,4670.92,4680.9,4685.45,4633.67,3191405100.0,39438276994.0
2011-07-29,4678.78,4628.32,4694.06,4611.9,2939857100.0,35749766484.0
2011-08-01,4622.7,4644.46,4665.18,4607.56,2498278200.0,30911948844.0
2011-08-02,4627.38,4610.78,4627.38,4539.43,3058629000.0,36411289062.0
2011-08-03,4565.76,4625.17,4638.64,4551.48,2743907700.0,33753670193.0
2011-08-04,4631.42,4649.43,4670.99,4631.28,2591344100.0,32336769405.0
2011-08-05,4504.08,4559.02,4589.08,4472.61,3073141000.0,37051059586.0
2011-08-08,4494.38,4330.77,4514.62,4242.87,4171750400.0,47671234330.0
2011-08-09,4199.13,4317.11,4347.31,4113.01,3800449800.0,42407588165.0
2011-08-10,4389.15,4378.7,4433.09,4372.64,3826854400.0,44611387758.0
2011-08-11,4283.24,4454.39,4454.48,4270.62,3754621800.0,44112403892.0
2011-08-12,4483.85,4505.89,4526.5,4480.12,4038279500.0,45582695515.0
2011-08-15,4514.65,4571.72,4571.72,4509.63,3616918500.0,41582672257.0
2011-08-16,4578.35,4533.32,4587.14,4520.94,3480351600.0,39678119126.0
2011-08-17,4520.69,4513.48,4543.88,4499.16,2810194100.0,31574731725.0
2011-08-18,4510.14,4436.1,4516.04,4434.99,2952560800.0,34011872404.0
2011-08-19,4341.19,4395.02,4395.6,4325.04,2742939200.0,31323761291.0
2011-08-22,4395.03,4363.96,4435.3,4348.67,2447683300.0,28476381664.0
2011-08-23,4376.26,4434.92,4435.21,4365.84,2559515300.0,28778799103.0
2011-08-24,4453.43,4427.98,4474.1,4420.29,2778394700.0,32055865665.0
2011-08-25,4432.4,4520.17,4520.17,4421.6,3411412100.0,37996160741.0
2011-08-26,4506.09,4530.42,4541.47,4496.18,3070925300.0,35536323303.0
2011-08-29,4509.89,4490.16,4512.65,4481.29,3022034300.0,36063815978.0
2011-08-30,4511.25,4451.73,4541.56,4450.73,3137815200.0,35566195108.0
2011-08-31,4449.68,4430.54,4468.14,4386.63,2442128400.0,28252287437.0
2011-09-01,4435.33,4395.07,4457.05,4379.1,2280109400.0,25315425418.0
2011-09-02,4387.3,4344.98,4399.85,4317.64,2096877100.0,23594982288.0
2011-09-05,4305.44,4238.07,4305.44,4237.44,2101343100.0,23581468731.0
2011-09-06,4205.09,4204.91,4238.29,4185.8,1728596000.0,19472179812.0
2011-09-07,4221.99,4306.36,4306.46,4219.85,2348642800.0,26743455347.0
2011-09-08,4320.53,4260.15,4328.2,4260.14,2232336600.0,26309396425.0
2011-09-09,4256.48,4233.75,4295.1,4216.42,1818235900.0,21252333873.0
2011-09-13,4176.3,4164.29,4176.88,4136.97,1806230700.0,20773031232.0
2011-09-14,4176.04,4212.13,4212.29,4111.12,1900626900.0,21495194717.0
2011-09-15,4215.37,4215.5,4249.54,4206.88,2038122400.0,22285381458.0
2011-09-16,4229.0,4214.82,4249.18,4212.29,1765427800.0,19378096254.0
2011-09-19,4200.48,4131.89,4200.48,4131.31,1779025100.0,18822800402.0
2011-09-20,4121.03,4151.85,4168.24,4101.7,1771203300.0,19402482260.0
2011-09-21,4150.82,4275.09,4279.12,4140.34,3021211600.0,33467301901.0
2011-09-22,4241.42,4151.8,4258.61,4151.12,2749161300.0,30429889960.0
2011-09-23,4079.06,4117.73,4134.22,4061.83,2324573600.0,25226448988.0
2011-09-26,4102.61,4051.43,4138.35,4039.55,1974480200.0,21132705736.0
2011-09-27,4077.23,4068.23,4098.02,4027.71,1927412700.0,20861058500.0
2011-09-28,4088.78,3999.78,4099.34,3987.27,2029203000.0,21541146549.0
2011-09-29,3977.14,3871.06,3977.14,3868.94,2206161700.0,22042635151.0
2011-09-30,3875.02,3856.83,3892.38,3818.25,1675697400.0,16659136614.0
2011-10-10,3866.86,3832.58,3882.78,3822.28,1375316900.0,13729538607.0
2011-10-11,3919.44,3817.93,3942.05,3778.52,2001915600.0,20357003265.0
2011-10-12,3803.96,3950.66,3953.14,3768.11,2700203000.0,26704928346.0
2011-10-13,3943.16,4001.85,4009.78,3929.83,2875287900.0,28973991780.0
2011-10-14,3994.73,3985.19,4004.93,3948.44,2210043600.0,22765264487.0
2011-10-17,3993.75,3997.12,4024.24,3974.38,2181506500.0,23179075408.0
2011-10-18,3974.46,3877.02,3974.89,3873.37,2445386900.0,25484033774.0
2011-10-19,3882.02,3854.17,3898.81,3837.24,1970181500.0,20646765400.0
2011-10-20,3841.26,3740.47,3841.26,3710.95,2260114400.0,22251405732.0
2011-10-21,3733.7,3671.7,3743.34,3669.69,1721008400.0,17468446903.0
2011-10-24,3675.72,3736.76,3736.76,3605.94,2302872200.0,22517379558.0
2011-10-25,3735.63,3842.98,3850.08,3726.25,3263863700.0,32561912826.0
2011-10-26,3818.24,3884.39,3921.25,3808.3,3889021400.0,40003645852.0
2011-10-27,3890.26,3888.99,3927.44,3872.9,3301147900.0,32383180488.0
2011-10-28,3932.85,3978.8,3978.8,3918.36,4318106800.0,42493336043.0
2011-10-31,3975.07,3999.36,4004.39,3963.27,3618261600.0,37930905371.0
2011-11-01,3963.37,3999.83,4020.46,3950.74,3391698500.0,35462163942.0
2011-11-02,3937.9,4072.78,4073.12,3919.69,4297387700.0,45423438969.0
2011-11-03,4085.5,4097.62,4150.04,4085.31,5758645000.0,62198879528.0
2011-11-04,4115.1,4131.13,4140.63,4093.92,4211797700.0,44006590625.0
2011-11-07,4125.02,4114.77,4159.97,4107.56,3247751400.0,33985131088.0
2011-11-08,4115.77,4057.55,4125.09,4049.81,3057045500.0,31440826762.0
2011-11-09,4065.2,4126.0,4126.0,4025.72,3218422500.0,35226762088.0
2011-11-10,4080.36,4064.37,4112.37,4063.75,3452368000.0,37440704533.0
2011-11-11,4069.4,4062.14,4096.57,4043.76,2918880100.0,30696087705.0
2011-11-14,4092.05,4159.57,4159.7,4092.05,3512701700.0,38190175212.0
2011-11-15,4159.16,4192.66,4192.77,4153.33,3516143900.0,37557787206.0
2011-11-16,4194.38,4088.32,4195.29,4070.9,3835667700.0,39415694277.0
2011-11-17,4086.51,4079.54,4125.85,4066.12,2924785300.0,29954118179.0
2011-11-18,4054.46,3963.26,4054.46,3955.06,2996717700.0,30085063812.0
2011-11-21,3956.39,3966.64,3966.81,3917.03,2048320100.0,20729218531.0
2011-11-22,3932.5,3957.93,3960.55,3902.13,2017532300.0,20552295730.0
2011-11-23,3964.14,3942.7,3978.47,3932.44,2043581700.0,21242540335.0
2011-11-24,3909.39,3935.27,3957.88,3880.58,2110914300.0,21606417382.0
2011-11-25,3931.09,3911.36,3960.85,3899.06,1914147400.0,20036399321.0
2011-11-28,3916.0,3915.3,3932.4,3885.69,1850107300.0,19728503714.0
2011-11-29,3945.36,3980.62,3980.62,3929.02,2275247200.0,25150758418.0
2011-11-30,3974.73,3819.94,3974.73,3776.59,3011637400.0,30503776767.0
2011-12-01,3923.16,3897.02,3960.34,3885.87,3494188400.0,36012451062.0
2011-12-02,3878.01,3817.04,3878.01,3797.28,2321019100.0,24121569253.0
2011-12-05,3806.47,3692.23,3807.05,3682.06,2016211300.0,20272059887.0
2011-12-06,3679.74,3691.8,3704.34,3646.07,1703889200.0,17303464895.0
2011-12-07,3689.05,3702.1,3718.71,3674.53,1532657400.0,15832822061.0
2011-12-08,3695.87,3700.09,3732.22,3635.55,1949426300.0,20023526925.0
2011-12-09,3672.59,3663.84,3706.25,3651.7,1535836600.0,15483300632.0
2011-12-12,3663.56,3616.09,3675.95,3612.64,1409450300.0,14352803717.0
2011-12-13,3597.09,3490.4,3597.09,3482.23,2035264900.0,19228830664.0
2011-12-14,3477.05,3423.47,3505.88,3416.71,1545233400.0,14694836156.0
2011-12-15,3401.5,3329.57,3401.5,3324.88,1986821500.0,17292580166.0
2011-12-16,3328.21,3427.21,3427.34,3324.59,1922565800.0,17451381373.0
2011-12-19,3408.56,3434.84,3436.63,3348.26,1938126500.0,18599687311.0
2011-12-20,3422.76,3424.45,3474.09,3415.35,1995588600.0,18949756723.0
2011-12-21,3449.37,3342.4,3463.32,3340.33,1775050000.0,16974517111.0
2011-12-22,3315.84,3298.72,3331.42,3196.84,2191627000.0,19245552202.0
2011-12-23,3286.45,3327.39,3357.43,3271.44,1899617600.0,17194869518.0
2011-12-26,3321.98,3308.07,3357.36,3307.29,1547683700.0,14116222210.0
2011-12-27,3297.41,3224.15,3297.41,3218.54,1587409700.0,14406429113.0
2011-12-28,3201.31,3207.4,3208.91,3128.15,1744064800.0,15681874513.0
2011-12-29,3190.19,3207.18,3225.0,3180.06,1522092700.0,13700896959.0
2011-12-30,3214.2,3266.78,3267.65,3214.2,1778426500.0,16227112368.0
2012-01-04,3290.82,3192.23,3300.01,3191.99,1834283900.0,16558479313.0
2012-01-05,3173.01,3074.37,3173.01,3070.45,1996570000.0,17605632545.0
2012-01-06,3060.45,3087.55,3087.55,3002.98,1781812300.0,15411282590.0
2012-01-09,3089.45,3212.9,3213.05,3056.19,2561640800.0,21836478130.0
2012-01-10,3211.57,3345.39,3345.42,3202.97,3938751800.0,33770384198.0
2012-01-11,3342.55,3346.74,3367.4,3315.67,3390170800.0,29469377268.0
2012-01-12,3330.9,3345.81,3388.39,3323.14,2906987700.0,25769058775.0
2012-01-13,3343.53,3233.7,3349.68,3210.32,2810865600.0,25418153898.0
2012-01-16,3201.01,3130.56,3217.37,3130.32,1877546600.0,16673443489.0
2012-01-17,3128.51,3304.88,3305.0,3110.36,3014850400.0,26730971020.0
2012-01-18,3310.04,3237.85,3342.36,3223.99,3082551700.0,28811474248.0
2012-01-19,3230.88,3270.76,3288.2,3208.05,2297402600.0,21257562203.0
2012-01-20,3276.48,3315.6,3323.12,3267.03,2206734900.0,20622243044.0
2012-01-30,3326.61,3292.41,3337.06,3290.54,1875438500.0,17403931589.0
2012-01-31,3284.9,3294.49,3297.19,3251.42,1829072100.0,16950571002.0
2012-02-01,3287.22,3266.23,3318.37,3255.63,1823640000.0,17016879020.0
2012-02-02,3271.59,3328.15,3328.25,3266.96,2178790300.0,20477693617.0
2012-02-03,3324.4,3383.05,3390.33,3315.69,3216831300.0,29174360657.0
2012-02-06,3387.22,3412.41,3420.0,3381.76,3124920300.0,28696539601.0
2012-02-07,3397.77,3356.84,3397.77,3333.64,2681577800.0,24398878465.0
2012-02-08,3351.04,3445.52,3445.52,3341.7,3352194800.0,30900931960.0
2012-02-09,3441.79,3469.85,3501.4,3434.81,4389821200.0,38568200961.0
2012-02-10,3463.97,3488.23,3506.34,3459.13,3978319200.0,33789986121.0
2012-02-13,3458.81,3519.88,3535.52,3441.33,3823807500.0,34181454807.0
2012-02-14,3516.61,3524.63,3529.49,3493.91,3590482500.0,32042248728.0
2012-02-15,3518.79,3578.15,3580.28,3505.36,4362573000.0,38706703075.0
2012-02-16,3572.32,3577.2,3607.75,3540.85,4377796500.0,38463844699.0
2012-02-17,3582.51,3565.31,3596.86,3530.96,3280805200.0,29749174639.0
2012-02-20,3610.74,3574.46,3618.68,3573.22,4039259700.0,37488623709.0
2012-02-21,3569.23,3618.3,3618.33,3533.11,3680377600.0,35274798704.0
2012-02-22,3617.18,3689.0,3689.13,3616.11,5179167100.0,49097364438.0
2012-02-23,3686.73,3700.89,3711.12,3662.42,4694868800.0,44736281821.0
2012-02-24,3698.68,3756.82,3757.52,3689.36,5658942700.0,50490318548.0
2012-02-27,3767.6,3764.33,3822.26,3764.17,6574951100.0,60250938700.0
2012-02-28,3748.34,3745.58,3761.73,3696.21,4900866200.0,45786328949.0
2012-02-29,3733.63,3696.14,3750.46,3691.98,4041516000.0,38654066988.0
2012-03-01,3679.04,3715.67,3737.72,3675.28,3563681000.0,35193210537.0
2012-03-02,3719.96,3794.42,3794.58,3719.96,4623462800.0,43320794269.0
2012-03-05,3805.68,3798.38,3825.72,3793.69,4910451700.0,49308631592.0
2012-03-06,3786.16,3760.59,3786.16,3729.6,4563923600.0,44441684246.0
2012-03-07,3718.76,3732.71,3780.48,3707.79,4210384000.0,40740343557.0
2012-03-08,3741.48,3791.83,3803.37,3741.48,4320005300.0,41665571828.0
2012-03-09,3802.09,3848.11,3848.11,3787.91,4400341800.0,45267028396.0
2012-03-12,3852.61,3871.12,3876.17,3839.43,4707843700.0,48889178975.0
2012-03-13,3867.97,3910.06,3910.06,3856.41,4749636800.0,48173800284.0
2012-03-14,3924.49,3734.32,3945.31,3709.09,7659077500.0,75735358131.0
2012-03-15,3726.36,3689.01,3754.73,3635.68,5089393600.0,49662282921.0
2012-03-16,3693.32,3786.62,3786.62,3687.81,4553522600.0,46476804075.0
2012-03-19,3788.39,3829.7,3830.02,3762.3,4540098300.0,46051567853.0
2012-03-20,3819.72,3746.28,3819.72,3744.81,4141484200.0,40150689640.0
2012-03-21,3757.0,3760.05,3782.41,3700.49,4028183200.0,40580026236.0
2012-03-22,3754.87,3742.39,3769.37,3720.68,3365333800.0,32386033933.0
2012-03-23,3727.15,3670.13,3728.62,3652.23,3286979300.0,32760561957.0
2012-03-26,3661.39,3666.28,3680.29,3635.67,2488481600.0,24389778143.0
2012-03-27,3681.74,3652.88,3699.16,3648.75,2610910300.0,26289395192.0
2012-03-28,3638.77,3490.01,3638.77,3483.58,3627013500.0,33716856137.0
2012-03-29,3471.36,3425.7,3482.33,3391.8,3080146600.0,27533076415.0
2012-03-30,3422.81,3416.86,3445.47,3383.53,2482601700.0,22391173676.0
2012-04-05,3420.03,3531.55,3532.08,3412.44,2935244800.0,27863141274.0
2012-04-06,3530.63,3554.03,3570.59,3520.89,3006546600.0,28823067783.0
2012-04-09,3544.01,3512.91,3563.34,3512.36,2582002700.0,24129544481.0
2012-04-10,3496.13,3554.04,3554.22,3432.36,2882622300.0,26870285618.0
2012-04-11,3513.5,3566.48,3582.95,3497.94,3272145100.0,28859093448.0
2012-04-12,3568.82,3640.41,3640.41,3561.05,4179733400.0,36669798845.0
2012-04-13,3653.6,3675.03,3695.13,3643.47,4822225700.0,43090839107.0
2012-04-16,3644.67,3685.48,3702.41,3632.85,4422581500.0,36964596339.0
2012-04-17,3679.92,3631.56,3702.84,3629.82,4285433200.0,36903706997.0
2012-04-18,3637.55,3714.02,3717.54,3632.67,4425445000.0,40078270021.0
2012-04-19,3712.53,3704.7,3728.86,3684.86,4036202200.0,37179641162.0
2012-04-20,3696.66,3736.36,3743.49,3684.23,4583035900.0,40816948486.0
2012-04-23,3731.55,3691.57,3739.15,3673.31,5316741000.0,48706482063.0
2012-04-24,3658.61,3666.39,3709.37,3557.78,5573181400.0,47971463721.0
2012-04-25,3654.75,3718.91,3728.55,3645.07,6291045400.0,51233975310.0
2012-04-26,3720.74,3700.03,3729.91,3683.43,5345881700.0,45543806641.0
2012-04-27,3690.16,3664.64,3699.1,3659.11,3884701500.0,33650582331.0
2012-05-02,3707.82,3718.26,3735.9,3674.96,4765640400.0,43664797117.0
2012-05-03,3707.51,3733.82,3735.32,3701.2,4161311800.0,39330404797.0
2012-05-04,3730.72,3758.0,3761.97,3713.99,4067145100.0,38353513520.0
2012-05-07,3741.66,3784.56,3784.57,3733.84,4231275700.0,41857415305.0
2012-05-08,3783.08,3783.47,3798.05,3752.39,4079656300.0,40679492742.0
2012-05-09,3759.39,3717.47,3759.39,3716.13,3933110600.0,38601946044.0
2012-05-10,3713.4,3731.13,3744.52,3713.31,3239118000.0,32987981408.0
2012-05-11,3727.59,3715.39,3753.82,3715.06,3236015900.0,33147922660.0
2012-05-14,3745.83,3710.1,3760.88,3706.16,3797367600.0,37554328619.0
2012-05-15,3679.34,3705.88,3705.9,3652.87,3311038200.0,33030110528.0
2012-05-16,3696.61,3660.31,3707.81,3660.03,3259432600.0,32499778300.0
2012-05-17,3656.82,3714.19,3716.71,3643.79,3667487000.0,33943677767.0
2012-05-18,3691.64,3655.86,3710.41,3645.91,3775156800.0,33551301207.0
2012-05-21,3650.92,3653.55,3676.97,3616.91,3149620100.0,29390751769.0
2012-05-22,3666.14,3711.05,3711.05,3666.14,3453119000.0,33824170228.0
2012-05-23,3702.81,3708.92,3723.19,3670.03,4001372500.0,41259207762.0
2012-05-24,3697.92,3678.09,3720.44,3668.28,3748289500.0,36857597794.0
2012-05-25,3675.51,3635.52,3683.63,3622.1,3569443600.0,32618806292.0
2012-05-28,3622.13,3687.45,3687.52,3568.03,4196548400.0,37034553726.0
2012-05-29,3686.57,3745.68,3748.44,3683.52,4761059300.0,47322150662.0
2012-05-30,3739.04,3752.22,3764.64,3734.25,3961972000.0,38201409297.0
2012-05-31,3732.47,3753.59,3775.37,3722.04,3678437800.0,36618471498.0
2012-06-01,3752.02,3744.44,3769.52,3725.28,3495140000.0,34091586244.0
2012-06-04,3684.04,3621.81,3707.31,3621.81,3714006400.0,35613344956.0
2012-06-05,3625.14,3617.61,3646.51,3603.37,2779218400.0,27159398261.0
2012-06-06,3621.64,3600.16,3638.56,3585.53,2540549900.0,24367239260.0
2012-06-07,3635.57,3581.14,3647.28,3572.49,2562953700.0,24059754823.0
2012-06-08,3615.11,3564.16,3618.78,3557.04,2618253900.0,24632330700.0
2012-06-11,3565.34,3630.31,3630.96,3554.19,2678314300.0,26395399776.0
2012-06-12,3611.92,3608.39,3628.24,3594.61,2531887500.0,23442262189.0
2012-06-13,3615.71,3674.88,3674.88,3610.64,3170999200.0,29468855592.0
2012-06-14,3669.04,3652.7,3693.9,3650.03,3056998800.0,30953322826.0
2012-06-15,3657.79,3648.99,3674.45,3604.09,2782101800.0,27690673623.0
2012-06-18,3663.14,3684.73,3691.93,3662.22,2620301000.0,26269674849.0
2012-06-19,3681.68,3657.96,3685.93,3652.97,3013596800.0,29309582198.0
2012-06-20,3663.99,3636.09,3671.41,3630.18,2577804300.0,23665268106.0
2012-06-21,3628.22,3590.84,3628.22,3569.49,2467284800.0,23639187176.0
2012-06-25,3576.37,3493.12,3576.37,3491.86,2448152900.0,22532215527.0
2012-06-26,3474.16,3489.97,3500.76,3433.57,2463238100.0,21483353129.0
2012-06-27,3486.51,3476.4,3518.75,3474.77,2323327400.0,21639398869.0
2012-06-28,3484.23,3427.82,3495.85,3427.66,2464760900.0,22602437243.0
2012-06-29,3413.33,3470.97,3471.7,3392.75,2525431800.0,23306389574.0
2012-07-02,3491.75,3509.5,3528.12,3484.14,2618734100.0,27478454672.0
2012-07-03,3507.63,3515.78,3542.51,3498.07,2810215600.0,28467370754.0
2012-07-04,3519.51,3497.75,3525.16,3484.84,2323478000.0,24438105462.0
2012-07-05,3486.81,3418.2,3486.81,3407.6,2497651600.0,24147804836.0
2012-07-06,3436.31,3486.55,3487.67,3397.87,2965821300.0,29205646760.0
2012-07-09,3464.02,3398.8,3478.12,3398.52,2926749800.0,30228967322.0
2012-07-10,3386.63,3365.66,3400.64,3351.56,2322305200.0,23212945609.0
2012-07-11,3358.56,3404.1,3404.59,3352.53,2125446700.0,22847725828.0
2012-07-12,3398.62,3450.3,3462.22,3381.83,3171109700.0,33534183743.0
2012-07-13,3435.17,3435.08,3463.22,3422.34,2431207100.0,25759773001.0
2012-07-16,3434.51,3311.09,3434.6,3308.64,2914620200.0,30338599043.0
2012-07-17,3297.15,3334.29,3335.53,3282.22,2312236000.0,23327610289.0
2012-07-18,3328.12,3352.85,3352.97,3276.32,2770680500.0,25478419661.0
2012-07-19,3343.24,3392.66,3414.23,3335.33,3319639800.0,29393471996.0
2012-07-20,3382.82,3369.91,3407.41,3362.38,2747115200.0,24681547381.0
2012-07-23,3347.87,3337.86,3357.24,3310.8,2317311100.0,20692129708.0
2012-07-24,3317.22,3361.09,3381.35,3310.95,2194170400.0,20302401397.0
2012-07-25,3350.9,3332.09,3365.2,3324.54,2280355100.0,19883969466.0
2012-07-26,3329.01,3302.34,3357.79,3301.66,2336815200.0,20608895672.0
2012-07-27,3312.38,3283.59,3323.0,3269.22,2056679500.0,19063045422.0
2012-07-30,3280.1,3217.45,3294.65,3205.76,2127069000.0,17535141746.0
2012-07-31,3211.1,3159.19,3214.17,3152.42,2037841200.0,16961179457.0
2012-08-01,3152.73,3216.18,3232.97,3152.31,1989089300.0,17757532534.0
2012-08-02,3212.05,3195.86,3231.83,3179.0,2052931000.0,17775094298.0
2012-08-03,3203.11,3259.86,3259.86,3193.68,2185689100.0,18874761249.0
2012-08-06,3250.78,3337.27,3338.62,3244.98,3005128800.0,25767448722.0
2012-08-07,3336.22,3368.25,3368.53,3331.5,3401231900.0,27960424554.0
2012-08-08,3363.76,3356.49,3374.08,3335.97,3030069400.0,25311833590.0
2012-08-09,3351.45,3405.06,3405.25,3335.13,3363178200.0,28906016470.0
2012-08-10,3400.93,3395.85,3405.05,3378.54,3112478200.0,25897229796.0
2012-08-13,3386.03,3318.1,3386.03,3317.04,2773714300.0,24396850999.0
2012-08-14,3312.81,3349.59,3349.82,3263.49,2708519700.0,23989064372.0
2012-08-15,3340.88,3310.84,3344.1,3308.49,2116013800.0,18261086926.0
2012-08-16,3301.74,3286.83,3316.96,3278.54,1765989000.0,16057256254.0
2012-08-17,3283.26,3286.78,3293.25,3252.8,1669188100.0,15429219268.0
2012-08-20,3270.99,3289.44,3296.36,3247.58,1686018800.0,14611756085.0
2012-08-21,3287.73,3335.75,3347.28,3284.06,2279759200.0,20405419018.0
2012-08-22,3338.08,3306.11,3338.74,3292.43,2191730300.0,19624328498.0
2012-08-23,3303.7,3327.99,3329.98,3289.55,2204294500.0,19655229961.0
2012-08-24,3318.85,3265.75,3321.92,3265.6,2363720100.0,20041931942.0
2012-08-27,3250.69,3184.33,3250.69,3184.11,2199036100.0,18781113691.0
2012-08-28,3179.78,3200.99,3221.88,3173.75,2048633400.0,16939907809.0
2012-08-29,3197.34,3179.54,3221.23,3179.54,2089503100.0,17036132667.0
2012-08-30,3174.3,3129.49,3188.76,3083.37,2606989200.0,21633276627.0
2012-08-31,3122.53,3139.5,3148.51,3115.62,1776718300.0,14414850875.0
2012-09-03,3135.23,3200.31,3203.85,3131.16,2258340800.0,18953123899.0
2012-09-04,3202.49,3164.83,3209.88,3160.7,2110312400.0,17450872140.0
2012-09-05,3158.01,3181.8,3193.76,3150.79,2095168100.0,16781009476.0
2012-09-06,3187.11,3217.94,3218.28,3187.11,2177679600.0,17474991327.0
2012-09-07,3240.65,3334.66,3365.66,3240.65,5034968600.0,41034319462.0
2012-09-10,3343.81,3363.61,3376.77,3330.93,4271761800.0,35613707104.0
2012-09-11,3352.62,3350.09,3352.62,3324.49,3345373900.0,28683714059.0
2012-09-12,3360.26,3376.12,3376.33,3339.71,3379621100.0,29534141225.0
